id,first_name,last_name,date_of_birth,sex,jmbg,country_id
954,Carson,Tierney,7/23/2002,M,3110625205134,3
955,Violet,Yeabsley,11/22/1962,F,3010670887263,1
956,Brendan,Jouannin,3/17/1967,M,2311877728810,6
957,Petr,Sellar,11/27/1914,M,0808282847451,4
958,Nolan,Billyeald,7/16/1942,M,3005603294996,5
959,Auguste,Fearnall,8/5/1984,F,2402332522420,5
960,Kerrin,Ryley,6/9/1947,F,2210242785085,2
961,Giacopo,Littrick,5/4/1970,M,0402362513311,1
962,Carla,Sterrie,3/14/2008,F,2310909993178,2
963,Zeke,Verman,4/2/1921,M,0811695159393,2
964,Curr,Reast,9/2/2014,M,1607836560296,1
965,Tana,Mosley,1/21/1923,F,1010595988220,3
966,Lorette,Wyon,4/12/1986,F,0112758766417,6
967,Brandon,Diggons,8/31/1935,M,0509201907265,5
968,Alyse,Wegman,2/7/1928,F,3004927035091,2
969,Ezri,Butt Gow,9/14/1996,M,1311405996802,6
970,Daria,Gilluley,10/23/2010,F,3107730316505,6
971,Garth,Lodin,3/17/1926,M,2612003834735,3
972,Lemuel,Woollends,7/28/1995,M,1502009328563,6
973,Gilbert,Rains,12/1/1971,M,1703834625110,2
974,Palmer,Shelford,4/4/1928,M,3112978048575,1
975,Dex,Staynes,3/18/1964,M,3010187810437,3
976,Susanetta,Pitrelli,9/18/1944,F,2604816214911,4
977,Dara,Ditch,5/9/1924,F,3101981771237,2
978,Henka,Crothers,7/26/1980,F,2902064090657,5
979,Jackson,McKelvey,2/17/2011,M,2209041369407,6
980,Evan,McMyler,6/25/2024,M,1604054527608,5
981,Otto,Engelmann,2/12/1946,M,2103750980560,3
982,Jesse,Guye,2/28/1998,F,2906779291076,3
983,Irita,Greensall,6/4/1930,F,3010987449528,2
984,Vanessa,Foxten,5/23/2024,F,3112369160554,2
985,Chico,Mayhead,10/29/2001,M,3101213503653,2
986,Cheri,Polle,10/28/2022,F,1111450161029,6
987,Greta,Tilio,9/21/1935,F,3111729782198,2
988,Rab,Weinmann,9/3/1964,M,2010143050342,3
989,Marigold,Fawks,9/12/1993,F,0210299713506,4
990,Dev,Stockbridge,5/17/2019,M,2204746848613,5
991,Caralie,Ingold,7/27/1906,F,0706552477142,1
992,Niko,Drinkale,6/14/1981,M,2510250655880,6
993,Theresa,O' Quirk,12/19/1941,F,0512148128753,6
994,Aridatha,O' Ronan,10/17/1965,F,0106497073963,5
995,Paige,Benedetti,4/4/1904,M,0307343349183,1
996,Koral,Goater,5/5/1998,F,0405151934671,1
997,Yardley,Skipsea,10/7/1980,M,1710618312471,5
998,Peggy,Rottger,4/20/1906,F,3005069029456,2
999,Tadeo,Eliesco,12/9/1938,M,0810010274993,5
1000,Fredra,Tibald,9/29/1922,F,2212268105404,1
